# We gratefully acknowledge the following Authors from the Originating laboratories responsible for obtaining the specimens, as well as the Submitting laboratories where the genome data were generated and shared via GISAID, on which this research is based.
# All Submitters of data may be contacted directly via www.gisaid.org
Accession ID	Virus Name	Location	Collection Date	Originating Laboratory	Submitting Laboratory	Authors
EPI_ISL_420551	hCoV-19/India/777/2020	Asia / India	3/3/20	National Influenza Center, Indian Council of Medical Research - National Institute of Virology	Indian Council of Medical Research-National Institute of Virology, Microbial Containment Complex	Pragya D. Yadav. Savita Patil, Varsha Potdar, Prasad Sarkale, Dimpal A. Nyayanit, Gajanan Sapkal, Anita M. Shete, Atanu Basu, Lalit Dar, M Choudhary, Amita Jain, Bharati Malhotra, Pranita Gawande, Sarah Cherian, Priya Abraham
EPI_ISL_419561	hCoV-19/USA/TX_2020/2020	North America / USA / Texas	2/29/20	Texas Department of State Health Services Lab Services	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Anna Uehara, Ying Tao, Jing Zhang, Krista Queen, Clinton R. Paden, Yan Li, Haibin Wang, Jasmine Padilla, Justin Lee, Suxiang Tong
EPI_ISL_419560	hCoV-19/USA/FL_5091/2020	North America / USA / Florida	2/28/20	FL Bureau of Public Health Laboratories-Tampa	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Anna Uehara, Ying Tao, Jing Zhang, Krista Queen, Clinton R. Paden, Yan Li, Haibin Wang, Jasmine Padilla, Justin Lee, Suxiang Tong
EPI_ISL_420553	hCoV-19/India/781/2020	Asia / India	3/3/20	National Influenza Center, Indian Council of Medical Research - National Institute of Virology	Indian Council of Medical Research-National Institute of Virology, Microbial Containment Complex	Pragya D. Yadav. Savita Patil, Varsha Potdar, Prasad Sarkale, Dimpal A. Nyayanit, Gajanan Sapkal, Anita M. Shete, Atanu Basu, Lalit Dar, M Choudhary, Amita Jain, Bharati Malhotra, Pranita Gawande, Sarah Cherian, Priya Abraham
EPI_ISL_419566	hCoV-19/Luxembourg/LNS0641910/2020	Europe / Luxembourg	3/5/20	Laboratoire National de Santé, Microbiology, Virology	Laboratoire National de Santé, Microbiology, Epidemiology and Microbial Genomics	Anke Wienecke-Baldacchino, Ardashel Latsuzbaia, Jessica Tapp, Catherine Ragimbeau, Guillaume Fournier, Tamir Abdelrahman, Trung Nguyen Nguyen, Joel Mossong
EPI_ISL_420547	hCoV-19/India/772/2020	Asia / India	3/3/20	National Influenza Center, Indian Council of Medical Research - National Institute of Virology	Indian Council of Medical Research-National Institute of Virology, Microbial Containment Complex	Pragya D. Yadav. Savita Patil, Varsha Potdar, Prasad Sarkale, Dimpal A. Nyayanit, Gajanan Sapkal, Anita M. Shete, Atanu Basu, Lalit Dar, M Choudhary, Amita Jain, Bharati Malhotra, Pranita Gawande, Sarah Cherian, Priya Abraham
EPI_ISL_420549	hCoV-19/India/773/2020	Asia / India	3/3/20	National Influenza Center, Indian Council of Medical Research - National Institute of Virology	Indian Council of Medical Research-National Institute of Virology, Microbial Containment Complex	Pragya D. Yadav. Savita Patil, Varsha Potdar, Prasad Sarkale, Dimpal A. Nyayanit, Gajanan Sapkal, Anita M. Shete, Atanu Basu, Lalit Dar, M Choudhary, Amita Jain, Bharati Malhotra, Pranita Gawande, Sarah Cherian, Priya Abraham
EPI_ISL_420543	hCoV-19/India/763/2020	Asia / India	3/3/20	National Influenza Center, Indian Council of Medical Research - National Institute of Virology	Indian Council of Medical Research-National Institute of Virology, Microbial Containment Complex	Pragya D. Yadav. Savita Patil, Varsha Potdar, Prasad Sarkale, Dimpal A. Nyayanit, Gajanan Sapkal, Anita M. Shete, Atanu Basu, Lalit Dar, M Choudhary, Amita Jain, Bharati Malhotra, Pranita Gawande, Sarah Cherian, Priya Abraham
EPI_ISL_420545	hCoV-19/India/770/2020	Asia / India	3/3/20	National Influenza Center, Indian Council of Medical Research - National Institute of Virology	Indian Council of Medical Research-National Institute of Virology, Microbial Containment Complex	Pragya D. Yadav. Savita Patil, Varsha Potdar, Prasad Sarkale, Dimpal A. Nyayanit, Gajanan Sapkal, Anita M. Shete, Atanu Basu, Lalit Dar, M Choudhary, Amita Jain, Bharati Malhotra, Pranita Gawande, Sarah Cherian, Priya Abraham
EPI_ISL_418220	hCoV-19/France/HF1645/2020	Europe / France / Hauts de France / Compiègne	2/28/20	Centre Hospitalier Compiègne Laboratoire de Biologie	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Mélanie Albert, Marion Barbet, Sylvie Behillil, Méline Bizard, Angela Brisebarre, Flora Donati, Fabiana Gambaro, Etienne Simon-Lorière, Vincent Enouf, Maud Vanpeene, Sylvie van der Werf, Raulin Olivia
EPI_ISL_420541	hCoV-19/Slovenia/808/2020	Europe / Slovenia	3/5/20	Institute of Microbiology and Immunology, Faculty of Medicine, University of Ljubljana	Institute of Microbiology and Immunology, Faculty of Medicine, University of Ljubljana	Tomaž Mark Zorec, Samo Zakotnik, Lucijan Skubic, Miša Korva, Tatjana Avšič - Županc, Mario Poljak
EPI_ISL_418224	hCoV-19/France/HF2150/2020	Europe / France / Hauts de France / Compiègne	3/8/20	Centre Hospitalier Compiègne Laboratoire de Biologie	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Mélanie Albert, Marion Barbet, Sylvie Behillil, Méline Bizard, Angela Brisebarre, Flora Donati, Fabiana Gambaro, Etienne Simon-Lorière, Vincent Enouf, Maud Vanpeene, Sylvie van der Werf, Raulin Olivia
EPI_ISL_419555	hCoV-19/USA/WA_5030/2020	North America / USA / Washington	2/27/20	WA State Department of Health	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Ying Tao, Jing Zhang, Krista Queen, Anna Uehara, Clinton R. Paden, Yan Li, Haibin Wang, Jasmine Padilla, Justin Lee, Suxiang Tong
EPI_ISL_418223	hCoV-19/France/HF2060/2020	Europe / France / Hauts de France / Compiègne	3/5/20	Centre Hospitalier Compiègne Laboratoire de Biologie	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Mélanie Albert, Marion Barbet, Sylvie Behillil, Méline Bizard, Angela Brisebarre, Flora Donati, Fabiana Gambaro, Etienne Simon-Lorière, Vincent Enouf, Maud Vanpeene, Sylvie van der Werf, Raulin Olivia
EPI_ISL_419554	hCoV-19/USA/CA_2602/2020	North America / USA / California	2/26/20	California Department of Public Health	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Ying Tao, Jing Zhang, Krista Queen, Anna Uehara, Clinton R. Paden, Yan Li, Haibin Wang, Jasmine Padilla, Justin Lee, Suxiang Tong
EPI_ISL_418222	hCoV-19/France/CVL2000/2020	Europe / France / Centre-Val de Loire / Tours	3/4/20	CHRU Bretonneau - Serv. Bacterio-Virol.	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Mélanie Albert, Marion Barbet, Sylvie Behillil, Méline Bizard, Angela Brisebarre, Flora Donati, Fabiana Gambaro, Etienne Simon-Lorière, Vincent Enouf, Maud Vanpeene, Sylvie van der Werf, Julien Marlet
EPI_ISL_419553	hCoV-19/USA/RI_0520/2020	North America / USA / Rhode Island	2/28/20	RI State Health Laboratories	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Ying Tao, Jing Zhang, Krista Queen, Anna Uehara, Clinton R. Paden, Yan Li, Haibin Wang, Jasmine Padilla, Justin Lee, Suxiang Tong
EPI_ISL_419559	hCoV-19/USA/FL_5125/2020	North America / USA / Florida	2/28/20	FL Bureau of Public Health Laboratories-Tampa	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Anna Uehara, Ying Tao, Jing Zhang, Krista Queen, Clinton R. Paden, Yan Li, Haibin Wang, Jasmine Padilla, Justin Lee, Suxiang Tong
EPI_ISL_419558	hCoV-19/USA/OR_2656/2020	North America / USA / Oregon	2/27/20	OR State PHL-Virology/Immunology Section	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Ying Tao, Jing Zhang, Krista Queen, Anna Uehara, Clinton R. Paden, Yan Li, Haibin Wang, Jasmine Padilla, Justin Lee, Suxiang Tong
EPI_ISL_419557	hCoV-19/USA/GA_2742/2020	North America / USA / Georgia	2/29/20	GA Department of Public Health Laboratory	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Ying Tao, Jing Zhang, Krista Queen, Anna Uehara, Clinton R. Paden, Yan Li, Haibin Wang, Jasmine Padilla, Justin Lee, Suxiang Tong
EPI_ISL_418225	hCoV-19/France/HF2155/2020	Europe / France / Hauts de France / Compiègne	3/8/20	Centre Hospitalier Compiègne Laboratoire de Biologie	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Mélanie Albert, Marion Barbet, Sylvie Behillil, Méline Bizard, Angela Brisebarre, Flora Donati, Fabiana Gambaro, Etienne Simon-Lorière, Vincent Enouf, Maud Vanpeene, Sylvie van der Werf, Raulin Olivia
EPI_ISL_419556	hCoV-19/USA/GA_2741/2020	North America / USA / Georgia	2/29/20	GA Department of Public Health Laboratory	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Ying Tao, Jing Zhang, Krista Queen, Anna Uehara, Clinton R. Paden, Yan Li, Haibin Wang, Jasmine Padilla, Justin Lee, Suxiang Tong
EPI_ISL_420534	hCoV-19/Australia/WA06/2020	Oceania / Australia / Western Australia / Perth	3/4/20	Department of Microbiology, PathWest QEII Medical Centre  	Department of Microbiology, PathWest QEII Medical Centre  	Chisha Sikazwe, Jurissa Lang, Avram Levy, David Speers and David Smith 
EPI_ISL_418252	hCoV-19/Spain/Madrid201449/2020	Europe / Spain / Madrid	3/4/20	FUNDACION JIMENEZ DIAZ 	Instituto de Salud Carlos III	Iglesias-Caballero, M. Molinero Calamita, M. González-Esguevillas, M. Camarero, S. Pozo, F. Casas, I. Jiménez, P. Jiménez, M. Zaballos, A. Monzón, S. Varona, S. Juliá, M. Cuesta, I. Fernández Roblas, R.
EPI_ISL_418251	hCoV-19/Spain/Madrid201105/2020	Europe / Spain / Madrid	2/25/20	HOSPITAL UNIVERSITARIO LA PAZ 	Instituto de Salud Carlos III	Iglesias-Caballero, M. Molinero Calamita, M. González-Esguevillas, M. Camarero, S. Pozo, F. Casas, I. Jiménez, P. Jiménez, M. Zaballos, A. Monzón, S. Varona, S. Juliá, M. Cuesta, I. Romero P.
EPI_ISL_418242	hCoV-19/Algeria/G0640_2265/2020	Africa / Algeria / Blida	3/8/20	NIC Viral Respiratory Unit - Institut Pasteur of Algeria	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Mélanie Albert, Marion Barbet, Sylvie Behillil, Méline Bizard, Angela Brisebarre, Flora Donati, Etienne Simon-Lorière, Vincent Enouf, Maud Vanpeene, Sylvie van der Werf, Fawzi Derrar
EPI_ISL_418241	hCoV-19/Algeria/G0638_2264/2020	Africa / Algeria / Boufarik	3/2/20	NIC Viral Respiratory Unit - Institut Pasteur of Algeria	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Mélanie Albert, Marion Barbet, Sylvie Behillil, Méline Bizard, Angela Brisebarre, Flora Donati, Etienne Simon-Lorière, Vincent Enouf, Maud Vanpeene, Sylvie van der Werf, Fawzi Derrar
EPI_ISL_418245	hCoV-19/Spain/CastillaLaMancha201328/2020	Europe / Spain / Castilla La Mancha	3/1/20	Hospital General y Universitario de Guadalajara 	Instituto de Salud Carlos III	Iglesias-Caballero, M. Molinero Calamita, M. González-Esguevillas, M. Camarero, S. Pozo, F. Casas, I. Jiménez, P. Jiménez, M. Zaballos, A. Monzón, S. Varona, S. Juliá, M. Cuesta, I. Gonzalez-Praetorius A.
EPI_ISL_418244	hCoV-19/Spain/Andalucia201373/2020	Europe / Spain / Andalusia	3/2/20	HOSPITAL UNIVERSITARIO VIRGEN DE LAS NIEVES 	Instituto de Salud Carlos III	Iglesias-Caballero, M. Molinero Calamita, M. González-Esguevillas, M. Camarero, S. Pozo, F. Casas, I. Jiménez, P. Jiménez, M. Zaballos, A. Monzón, S. Varona, S. Juliá, M. Cuesta, I. Sanbonmatsu S.
EPI_ISL_418243	hCoV-19/Spain/Andalucia201272/2020	Europe / Spain / Andalusia	2/28/20	HOSPITAL UNIVERSITARIO VIRGEN DE LAS NIEVES 	Instituto de Salud Carlos III	Iglesias-Caballero, M. Molinero Calamita, M. González-Esguevillas, M. Camarero, S. Pozo, F. Casas, I. Jiménez, P. Jiménez, M. Zaballos, A. Monzón, S. Varona, S. Juliá, M. Cuesta, I. Sanbonmatsu S.
EPI_ISL_418249	hCoV-19/Spain/CastillayLeon201372/2020	Europe / Spain / Castilla y Leon	3/3/20	COMPLEJO ASISTENCIAL UNIVERSITARIO DE BURGOS 	Instituto de Salud Carlos III	Iglesias-Caballero, M. Molinero Calamita, M. González-Esguevillas, M. Camarero, S. Pozo, F. Casas, I. Jiménez, P. Jiménez, M. Zaballos, A. Monzón, S. Varona, S. Juliá, M. Cuesta, I. Megias-Lobon G.
EPI_ISL_418248	hCoV-19/Spain/CastillayLeon201323/2020	Europe / Spain / Castilla y Leon	3/1/20	COMPLEJO ASISTENCIAL UNIVERSITARIO DE BURGOS 	Instituto de Salud Carlos III	Iglesias-Caballero, M. Molinero Calamita, M. González-Esguevillas, M. Camarero, S. Pozo, F. Casas, I. Jiménez, P. Jiménez, M. Zaballos, A. Monzón, S. Varona, S. Juliá, M. Cuesta, I. Megias-Lobon G.
EPI_ISL_418247	hCoV-19/Spain/CastillayLeon201061/2020	Europe / Spain / Castilla y Leon	2/26/20	HOSPITAL GENERAL DE SEGOVIA 	Instituto de Salud Carlos III	Iglesias-Caballero, M. Molinero Calamita, M. González-Esguevillas, M. Camarero, S. Pozo, F. Casas, I. Jiménez, P. Jiménez, M. Zaballos, A. Monzón, S. Varona, S. Juliá, M. Cuesta, I. Hernando-Real S.
EPI_ISL_420555	hCoV-19/India/c32/2020	Asia / India	3/3/20	National Influenza Center, Indian Council of Medical Research - National Institute of Virology	Indian Council of Medical Research-National Institute of Virology, Microbial Containment Complex	Pragya D. Yadav. Savita Patil, Varsha Potdar, Prasad Sarkale, Dimpal A. Nyayanit, Gajanan Sapkal, Anita M. Shete, Atanu Basu, Lalit Dar, M Choudhary, Amita Jain, Bharati Malhotra, Pranita Gawande, Sarah Cherian, Priya Abraham
EPI_ISL_418270	hCoV-19/Belgium/JL-03044/2020	Europe / Belgium / Antwerp	3/4/20	KU Leuven, Clinical and Epidemiological Virology	KU Leuven, Clinical and Epidemiological Virology	Tony Wawina, Joan Marti-Carreras, Bert Vanmechelen, Piet Maes
EPI_ISL_418267	hCoV-19/Vietnam/19-02S/2020	Asia / Vietnam / Ho Chi Minh City	1/22/20	unknown	Microbiology and Immunology department	Nguyen,H.T., Cao,T.M., Pham,H.T.T., Vu,N.P.H., Dao,M.H., Huynh,L.T.K., Nguyen,L.T., Nguyen,N.T., Nguyen,T.T.N., Nguyen,A.H., Luong,Q.C., Nguyen,T.V., Tran,K.C., Pham,Q.D., Tran,T., Hoang,C.Q., Nguyen,T.T., Le,H.Q., Phung,T.M., Vo,T.N.A., Nguyen,S.N., Pham,D.T., Nguyen,T.V. and Phan,L.T.
EPI_ISL_418269	hCoV-19/Vietnam/19-01S/2020	Asia / Vietnam / Ho Chi Minh City	1/22/20	unknown	Microbiology and Immunology department	Cao,T.M., Nguyen,H.T., Pham,H.T.T., Vu,N.P.H., Dao,M.H., Huynh,L.T.K., Nguyen,L.T., Nguyen,N.T., Nguyen,T.T.N., Nguyen,A.H., Luong,Q.C., Nguyen,T.V., Tran,K.C., Pham,Q.D., Tran,T., Hoang,C.Q., Nguyen,T.T., Le,H.Q., Phung,T.M., Vo,T.N.A., Nguyen,S.N., Pham,D.T., Phan,L.T. and Nguyen,T.V.
EPI_ISL_418219	hCoV-19/France/B1623/2020	Europe / France / Bretagne / Brest	2/26/20	CHU - Hôpital Cavale Blanche - Labo. de Virologie	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Mélanie Albert, Marion Barbet, Sylvie Behillil, Méline Bizard, Angela Brisebarre, Flora Donati, Fabiana Gambaro, Etienne Simon-Lorière, Vincent Enouf, Maud Vanpeene, Sylvie van der Werf, Léa Pilorge
EPI_ISL_418218	hCoV-19/France/HF1465/2020	Europe / France / Hauts de France / Compiègne	2/21/20	Centre Hospitalier Compiègne Laboratoire de Biologie	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	Mélanie Albert, Marion Barbet, Sylvie Behillil, Méline Bizard, Angela Brisebarre, Flora Donati, Fabiana Gambaro, Etienne Simon-Lorière, Vincent Enouf, Maud Vanpeene, Sylvie van der Werf, Raulin Olivia
EPI_ISL_418209	hCoV-19/Senegal/026/2020	Africa / Senegal / Dakar	3/3/20	Institut Pasteur Dakar	Institut Pasteur de Dakar	Ndongo Dia, Ousmane Faye, Amadou Alpha Sall
EPI_ISL_418208	hCoV-19/Senegal/020/2020	Africa / Senegal / Dakar	3/4/20	Institut Pasteur Dakar	Institut Pasteur de Dakar	Ndongo Dia, Ousmane Faye, Amadou Alpha Sall
EPI_ISL_418207	hCoV-19/Senegal/016/2020	Africa / Senegal / Dakar	3/2/20	Institut Pasteur Dakar	Institut Pasteur de Dakar	Ndongo Dia, Ousmane Faye, Amadou Alpha Sall
EPI_ISL_406223	hCoV-19/USA/AZ1/2020	North America / USA / Arizona / Phoenix	1/22/20	Arizona Department of Health Services	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	Ying Tao, Clinton R. Paden, Krista Queen, Anna Uehara, Yan Li, Jing Zhang, Xiaoyan Lu, Brian Lynch, Senthil Kumar K. Sakthivel, Brett L. Whitaker, Shifaq Kamili, Lijuan Wang, Janna' R. Murray, Susan I. Gerber, Stephen Lindstrom, Suxiang Tong
EPI_ISL_414663	hCoV-19/Guangzhou/GZMU0016/2020	Asia / China / Guangdong / Guangzhou	2/25/20	State Key Laboratory of Respiratory Disease, National Clinical Research Center for Respiratory Disease, Guangzhou Institute of Respiratory Health, the First Affiliated Hospital of Guangzhou Medical University	the First Affiliated Hospital of Guangzhou Medical University & BGI-Shenzhen	Zhao et al
EPI_ISL_414691	hCoV-19/Guangzhou/GZMU0048/2020	Asia / China / Guangdong / Guangzhou	2/25/20	State Key Laboratory of Respiratory Disease, National Clinical Research Center for Respiratory Disease, Guangzhou Institute of Respiratory Health, the First Affiliated Hospital of Guangzhou Medical University	The First Affiliated Hospital of Guangzhou Medical University & BGI-Shenzhen	Zhao et al
EPI_ISL_414690	hCoV-19/Guangzhou/GZMU0047/2020	Asia / China / Guangdong / Guangzhou	2/25/20	State Key Laboratory of Respiratory Disease, National Clinical Research Center for Respiratory Disease, Guangzhou Institute of Respiratory Health, the First Affiliated Hospital of Guangzhou Medical University	The First Affiliated Hospital of Guangzhou Medical University & BGI-Shenzhen	Zhao et al
EPI_ISL_412030	hCoV-19/Hong Kong/VB20026565/2020	Asia / Hong Kong	2/1/20	Hong Kong Department of Health	School of Public Health, The University of Hon g Kong	Dominic N.C. Tsang, Daniel K.W. Chu, Leo L.M. Poon, Malik Peiris
EPI_ISL_414692	hCoV-19/Guangzhou/GZMU0014/2020	Asia / China / Guangdong / Guangzhou	2/25/20	State Key Laboratory of Respiratory Disease, National Clinical Research Center for Respiratory Disease, Guangzhou Institute of Respiratory Health, the First Affiliated Hospital of Guangzhou Medical University	The First Affiliated Hospital of Guangzhou Medical University & BGI-Shenzhen	Zhao et al
EPI_ISL_412029	hCoV-19/Hong Kong/VB20024950/2020	Asia / Hong Kong	1/30/20	Hong Kong Department of Health	The University of Hong Kong	Dominic N.C. Tsang, Daniel K.W. Chu, Leo L.M. Poon, Malik Peiris
EPI_ISL_414686	hCoV-19/Guangzhou/GZMU0030/2020	Asia / China / Guangdong / Guangzhou	2/27/20	State Key Laboratory of Respiratory Disease, National Clinical Research Center for Respiratory Disease, Guangzhou Institute of Respiratory Health, the First Affiliated Hospital of Guangzhou Medical University	The First Affiliated Hospital of Guangzhou Medical University & BGI-Shenzhen	Zhao et al
EPI_ISL_414688	hCoV-19/Guangzhou/GZMU0042/2020	Asia / China / Guangdong / Guangzhou	2/25/20	State Key Laboratory of Respiratory Disease, National Clinical Research Center for Respiratory Disease, Guangzhou Institute of Respiratory Health, the First Affiliated Hospital of Guangzhou Medical University	The First Affiliated Hospital of Guangzhou Medical University & BGI-Shenzhen	Zhao et al
EPI_ISL_412026	hCoV-19/Hefei/2/2020	Asia / China / Anhui / Hefei	2/23/20	Second Hospital of Anhui Medical University	Second Hospital of Anhui Medical University	Changtai Wang, Zhongping Liua, Zixiang Chen, Xin Huang, Mengyuan Xua, Tengfei He, Mengji Lu, Zhenhua Zhang
EPI_ISL_412028	hCoV-19/Hong Kong/VM20001061/2020	Asia / Hong Kong	1/22/20	Hong Kong Department of Health	School of Public Health, The University of Hon g Kong	Dominic N.C. Tsang, Daniel K.W. Chu, Leo L.M. Poon, Malik Peiris
EPI_ISL_414689	hCoV-19/Guangzhou/GZMU0044/2020	Asia / China / Guangdong / Guangzhou	2/25/20	State Key Laboratory of Respiratory Disease, National Clinical Research Center for Respiratory Disease, Guangzhou Institute of Respiratory Health, the First Affiliated Hospital of Guangzhou Medical University	The First Affiliated Hospital of Guangzhou Medical University & BGI-Shenzhen	Zhao et al
EPI_ISL_403935	hCoV-19/Guangdong/20SF025/2020	Asia / China / Guangdong / Shenzhen	1/15/20	Guangdong Provincial Center for Diseases Control and Prevention; Guangdong Provincial Public Health	Department of Microbiology, Guangdong Provincial Center for Diseases Control and Prevention	Min Kang, Jie Wu, Jing Lu, Tao Liu, Baisheng Li, Shujiang Mei, Feng Ruan, Lifeng Lin, Changwen Ke, Haojie Zhong, Yingtao Zhang, Lirong Zou, Xuguang Chen, Qi Zhu, Jianpeng Xiao, Jianxiang Geng, Zhe Liu, Jianxiong Hu, Weilin Zeng, Xing Li, Yuhuang Liao, Xiujuan Tang, Songjian Xiao, Ying Wang, Yingchao Song, Xue Zhuang, Lijun Liang, Guanhao He, Huihong Deng, Tie Song, Jianfeng He, Wenjun Ma
